"Source","Line","Kind","Raw","External","Resolved","Exists","CaseExact"
"courses/nursing/central/rcc-nursing.html","2019","attr","../../../assets/images/Eduooz-App/eduooz-app-image (5).jpeg","False","assets/images/Eduooz-App/eduooz-app-image (5).jpeg","True","True"
"courses/nursing/central/rcc-nursing.html","2019","string","../../../assets/images/Eduooz-App/eduooz-app-image (5).jpeg","False","assets/images/Eduooz-App/eduooz-app-image (5).jpeg","True","True"
"courses/nursing/central/rcc-nursing.html","2022","attr","../../../assets/images/Eduooz-App/eduooz-app-image (6).jpeg","False","assets/images/Eduooz-App/eduooz-app-image (6).jpeg","True","True"
"courses/nursing/central/rcc-nursing.html","2022","string","../../../assets/images/Eduooz-App/eduooz-app-image (6).jpeg","False","assets/images/Eduooz-App/eduooz-app-image (6).jpeg","True","True"
"courses/nursing/central/rml-nursing.html","1525","attr","../../../assets/images/eduooz-log.png","False","assets/images/eduooz-log.png","True","True"
"courses/nursing/central/rml-nursing.html","1525","string","../../../assets/images/eduooz-log.png","False","assets/images/eduooz-log.png","True","True"
"courses/nursing/central/rml-nursing.html","1528","attr","../../../assets/images/eduooz-log.png","False","assets/images/eduooz-log.png","True","True"
"courses/nursing/central/rml-nursing.html","1528","string","../../../assets/images/eduooz-log.png","False","assets/images/eduooz-log.png","True","True"
"courses/nursing/central/rml-nursing.html","1531","attr","../../../assets/images/eduooz-log.png","False","assets/images/eduooz-log.png","True","True"
"courses/nursing/central/rml-nursing.html","1531","string","../../../assets/images/eduooz-log.png","False","assets/images/eduooz-log.png","True","True"
"courses/nursing/central/rml-nursing.html","1534","attr","../../../assets/images/eduooz-log.png","False","assets/images/eduooz-log.png","True","True"
"courses/nursing/central/rml-nursing.html","1534","string","../../../assets/images/eduooz-log.png","False","assets/images/eduooz-log.png","True","True"
"courses/nursing/central/rml-nursing.html","1590","attr","../../../assets/images/mentors/SHINE.png","False","assets/images/mentors/SHINE.png","True","True"
"courses/nursing/central/rml-nursing.html","1590","string","../../../assets/images/mentors/SHINE.png","False","assets/images/mentors/SHINE.png","True","True"
"courses/nursing/central/rml-nursing.html","1614","attr","../../../assets/images/mentors/NAYANA.jpeg","False","assets/images/mentors/NAYANA.jpeg","True","True"
"courses/nursing/central/rml-nursing.html","1614","string","../../../assets/images/mentors/NAYANA.jpeg","False","assets/images/mentors/NAYANA.jpeg","True","True"
